Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,AboutMe,Views,UpVotes,DownVotes,ProfileImageUrl,EmailHash,Age,AccountId
"43785","1234","2008-12-05 20:33:10","canen","2017-08-19 20:44:04","","Jamaica","<p>Linux/Unix Sysadmin</p>
","69","4","0","","","36","18896"
"3365220","1","2014-02-28 14:23:50","mad_IT_Dude","2016-06-11 18:51:00","","Kingston, Jamaica","<p>doing a Degree in Information Communication and Technology (ICT)</p>
","2","0","0","https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1","","26","4099225"
"3365741","4","2014-02-28 16:41:35","scubby3","2017-08-24 12:54:16","http://webdesignja.com","Jamaica","<p>well tell soon</p>
","5","0","0","https://graph.facebook.com/763792572/picture?type=large","","30","4099923"
"3371201","1","2014-03-02 16:58:27","user3371201","2014-03-02 16:58:27","http://skyblueapps.com","Jamaica","","0","0","0","https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1","","","4107713"
"3373278","1","2014-03-03 02:29:15","stepp87","2014-08-09 15:10:40","","Jamaica","","0","0","0","https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1","","","4110322"
"6158967","1","2016-04-05 02:57:12","Winston A. Edwards","2017-09-27 16:22:21","http://www.teccware.com","Jamaica","","0","0","0","https://i.stack.imgur.com/xtb7g.jpg","","","8182198"
"91970","8846","2009-04-17 05:32:48","marcamillion","2017-10-25 04:49:17","http://marcgayle.com","Kingston, Jamaica","<p>Rails developer that loves finance, economics, business &amp; tech.</p>
","2523","1124","15","","","34","32996"
"100023","310","2009-05-02 23:32:52","Stasis","2016-02-12 20:32:59","","Jamaica","<p>fgsfds</p>
","43","13","0","","","27","35329"
"6170200","1","2016-04-07 04:54:45","Biddytodiworl","2017-05-24 02:29:15","","Jamaica","<p>Programming fanatic, aspiring C developer and horrible algorithm designer. Loves HTML. CSS and AngularJS. Can make websites when given instructions and is informed of what the person wants. Hopes to work at Google!</p>
","3","0","0","https://www.gravatar.com/avatar/209a07392aa69de4cd78534e47fcb3bb?s=128&d=identicon&r=PG&f=1","","15","8198059"
"4796466","616","2015-04-16 12:15:56","Chad Mx","2017-10-27 03:43:48","https://www.hackerrank.com/mixin","Jamaica","<p>Former employee at Black Mesa Research Facility :)<br>
Oh, and I also write some Ruby, Java, C++ code every now and again.<br>
I occasionally take the Ruby train home in the evenings, if you  know what I mean, but most of the time I piggy back on a green Android eating an Oreo.</p>
","27","99","0","https://lh5.googleusercontent.com/-Qzdz6r3yroI/AAAAAAAAAAI/AAAAAAAAABI/87O1LC1JOW8/photo.jpg?sz=128","","","6152414"
"3392962","1","2014-03-07 14:02:51","Izzo","2014-04-04 21:24:18","","Jamaica","","2","0","0","https://i.stack.imgur.com/asZim.png","","39","4136369"
"7554865","1","2017-02-12 21:38:35","leroybryan","2017-02-12 22:07:34","","Jamaica","","0","0","0","https://www.gravatar.com/avatar/8179b35d6b9557cefe12b0e75e8b2ad6?s=128&d=identicon&r=PG&f=1","","","10235875"
"7555003","1","2017-02-12 22:36:25","Binary1dev","2017-02-12 22:36:25","","Kingston, St. Andrew Parish, Jamaica","","3","0","0","https://www.gravatar.com/avatar/579f6d02d83cea28b6051aff3a8fc5fc?s=128&d=identicon&r=PG&f=1","","","10236071"
"7569434","1","2017-02-15 14:29:03","Norman Wright","2017-10-20 04:25:38","https://nwrightdesign.co","Mandeville, Manchester Parish, Jamaica","","1","0","0","https://lh3.googleusercontent.com/-B_ALwmnr1qk/AAAAAAAAAAI/AAAAAAAAAIo/J_5Ac0qkiK0/photo.jpg","","","10256824"
"6204639","101","2016-04-14 14:31:05","Mi-lee Wilson","2016-04-15 10:18:42","","Jamaica","<p>I'm doing a major in Math, minor in Statistics. Aspiring to be an Actuary.I want to be a better Math student. I'm not here only to learn but to help others. Note:  A bad teacher can turn you off from a subject completely.</p>
","3","0","0","https://lh3.googleusercontent.com/-rN6eq2PUz6Y/AAAAAAAAAAI/AAAAAAAAADo/7PTuK39QQIs/photo.jpg?sz=128","","23","5757297"
"192369","1","2009-10-19 10:51:58","Julien","2013-08-29 22:06:49","","Jamaica Plain, MA","","3","0","0","","","36","65345"
"195652","1024","2009-10-23 21:57:30","Julian","2017-10-28 16:43:08","http://bit.ly/jjupwork","Jamaica","<p>Independent contractor at the moment who does work requiring HTML/PHP modifications, Wordpress Installations/Modifications, Laravel.</p>

<p>My main specialties are</p>

<ul>
<li>Front-End development - HTML5/CSS/JavaScript/jQuery</li>
<li>Laravel</li>
</ul>
","293","248","7","https://i.stack.imgur.com/4YvHM.jpg","","32","66739"
"7587795","1","2017-02-19 08:26:16","T.Ewor","2017-05-29 21:11:40","","Jamaica","","0","0","0","https://www.gravatar.com/avatar/5f2e8c18ce75497b1e18d1b28e9a64af?s=128&d=identicon&r=PG&f=1","","","10283695"
"208915","121","2009-11-11 18:04:56","trevoirwilliams","2017-10-27 19:41:50","http://www.trevoirwilliams.com","Jamaica","<p>Software Engineer</p>
","46","78","0","","","28","72338"
"3430255","1","2014-03-17 18:43:02","mishy","2014-03-20 21:07:16","","Kingston, Jamaica","","0","0","0","https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1","","29","4186622"
"6226084","1","2016-04-19 16:44:01","VandyJuggler","2017-05-24 19:42:58","","Jamaica","<p>BY DAY: I run, hike, ski, juggle, and practice yoga. BY NIGHT: I write.</p>
","0","0","0","https://www.gravatar.com/avatar/b08d76ef206e598703a029737119bbb3?s=128&d=identicon&r=PG&f=1","","","8281560"
"224701","92","2009-12-04 11:35:46","Xiphias3","2015-11-11 07:06:25","","Jamaica","<p>Likes:
Programming
Games
Anime
Computers
Girls</p>

<p>Not Likes:
Not nice people</p>
","16","21","0","","","","79164"
"2037832","131","2013-02-03 19:35:54","Chris - Jr","2017-10-27 19:56:49","https://www.linkedin.com/in/christopherderrell","Kingston, Jamaica","<p>A working computer scientist, focused on finding ways to actually solve real problems.</p>

<p>Chris Jr</p>
","38","319","2","https://i.stack.imgur.com/kFdGo.png","","","2322498"
"3436742","5","2014-03-19 08:57:02","jm_coder","2014-03-22 01:24:32","","Kingston, Jamaica","","1","0","0","https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1","","","4195165"
"4844067","6","2015-04-28 22:52:04","Alley Stoughton","2017-02-19 23:17:17","http://alleystoughton.us","Jamaica Plain","","1","0","0","https://i.stack.imgur.com/Sweyi.jpg","","","6225764"
"234863","303","2009-12-18 22:08:30","Sam R","2017-10-25 19:28:18","","Jamaica Plain, MA","","14","33","0","","","33","83871"
"2047815","1","2013-02-06 17:08:35","dwboot","2015-10-22 20:13:59","","Mandeville, Jamaica","<p>I am Dwayne Boothe an aspiring software engineer...</p>
","5","0","0","","","26","2335331"
"3439930","1","2014-03-19 23:27:48","petera10s","2014-06-09 18:58:20","","Jamaica","","0","0","0","https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1","","23","4199405"
"7608065","1","2017-02-23 00:52:54","A.Tait","2017-05-10 15:50:10","","Jamaica","","4","0","0","https://www.gravatar.com/avatar/9a68985872599881139eab93ba9afceb?s=128&d=identicon&r=PG&f=1","","","10312859"
"7611616","1","2017-02-23 14:27:00","kingsley1010 ","2017-06-10 17:28:15","","Kingston, St. Andrew Parish, Jamaica","","0","0","0","https://www.gravatar.com/avatar/1725a1444f6bd331f6f78a90338af3d0?s=128&d=identicon&r=PG&f=1","","","10317811"
"7614202","11","2017-02-24 00:32:51","Bond_James_Bond","2017-03-20 20:32:47","","Jamaica","","2","0","0","https://www.gravatar.com/avatar/0cd167e2a990c16fcc4768a23f45cdd3?s=128&d=identicon&r=PG&f=1","","","10321441"
"7623070","1","2017-02-25 20:58:35","Raheem Campbell","2017-10-29 00:40:14","","Kingston, St. Andrew Parish, Jamaica","","0","0","0","https://lh6.googleusercontent.com/-yWfIXsuzm-U/AAAAAAAAAAI/AAAAAAAAd00/U5v-t1tCQHY/photo.jpg","","","10334382"
"7627456","4","2017-02-27 02:02:49","Jermaine Guyjagharsinghe","2017-04-02 05:58:02","","Jamaica","","2","0","0","https://graph.facebook.com/10154181976346906/picture?type=large","","","10341119"
"276476","51","2010-02-18 21:00:01","Scott Morrison","2010-06-30 15:19:35","http://scott@morrisonlive.ca","Kingston, Jamaica","","0","0","0","","","34","590545"
"7632282","1","2017-02-27 21:57:37","Krystan Ramcharan","2017-05-17 20:29:12","","West Indies, Jamaica","","0","0","0","https://graph.facebook.com/999642090169732/picture?type=large","","","10347975"
"7635592","1","2017-02-28 13:02:07","Casey","2017-06-29 03:05:25","","Jamaica, Queens, NY, United States","","0","0","0","https://www.gravatar.com/avatar/06de1e1dfaa2c8641bca42c87d081151?s=128&d=identicon&r=PG&f=1","","","10352615"
"7638272","1","2017-02-28 23:24:25","Fozz","2017-03-29 10:11:06","","Jamaica","","2","0","0","https://www.gravatar.com/avatar/51cdceb3a1f5f80c18755db8f7c82750?s=128&d=identicon&r=PG&f=1","","","10356486"
"2088279","1","2013-02-19 18:13:40","Shantelgada","2013-08-27 14:28:24","","Jamaica","","1","0","0","https://i.stack.imgur.com/bUnIz.jpg","","","2387659"
"3466460","1","2014-03-26 23:07:52","ReliQ","2017-10-27 16:56:48","http://www.reliqartz.com","Kingston, St. Andrew Parish, Jamaica","","0","0","0","https://i.stack.imgur.com/j9KIo.jpg","","","4235079"
"3468959","1","2014-03-27 14:09:29","Sean A. Maxam","2016-04-01 02:58:09","http://prizmsoft.com","Kingston, Jamaica","<p>I like learning and teaching</p>
","0","0","0","https://i.stack.imgur.com/MmUHN.jpg","","","4238367"
"7648960","1","2017-03-02 17:15:31","Akeem Shane","2017-10-24 17:01:48","","Jamaica, Queens, NY, United States","","0","0","0","https://www.gravatar.com/avatar/11e8c96b16541595f8e27324d11cc0ba?s=128&d=identicon&r=PG&f=1","","","10371368"
"7649307","1","2017-03-02 18:32:03","Rashida Rose","2017-03-02 18:32:03","","Kingston, St. Andrew Parish, Jamaica","","0","0","0","https://lh6.googleusercontent.com/-P9pgGHPcyeg/AAAAAAAAAAI/AAAAAAAAC1Q/S-RFI8reXhM/photo.jpg","","","10371872"
"302968","56","2010-03-27 00:43:33","ihaveitnow","2017-10-27 23:15:17","","Kingston, Jamaica","<p>Web Application Developer. Mobile Applcation Developer. Facebook Application Developer. Front End Developer. Web Designer. Graphic Designer.</p>
","116","85","0","","","26","115363"
"6287076","6","2016-05-03 17:19:08","Matthew Chambers","2017-09-01 01:43:05","","Jamaica","","1","0","0","https://www.gravatar.com/avatar/151941f0f68b2778ababd472500df286?s=128&d=identicon&r=PG&f=1","","","8372397"
"6288069","1","2016-05-03 22:11:06","Jane Jacobs","2016-05-03 22:11:06","http://www.doodle123.com/2016/05/03/jane-jacobs-images/","Jamaica","<p><a href=""http://www.doodle123.com/2016/05/03/jane-jacobs-images/"" rel=""nofollow"">http://www.doodle123.com/2016/05/03/jane-jacobs-images/</a></p>

<p>Jane Jacobs Images,Jane Jacobs Photos,Jane Jacobs Wallpaper,Jane Jacobs 2016,Jane Jacobs Day,Jane Jacobs Clip Art,Jane Jacobs Banner,Jane Jacobs Quotes,Jane Jacobs Books,Jane Jacobs Young</p>
","0","0","0","https://www.gravatar.com/avatar/aa386924ed90beebfb640ea3779d102e?s=128&d=identicon&r=PG&f=1","","","8373923"
"7655898","1","2017-03-03 21:48:45","Kemar James","2017-08-18 21:21:39","","Kingston, St. Andrew Parish, Jamaica","","0","0","0","https://graph.facebook.com/10212157671326817/picture?type=large","","","10381158"
"7658421","13","2017-03-04 15:09:46","Psionic","2017-03-04 22:54:42","","Clarendon Parish, Jamaica","","4","0","0","https://i.stack.imgur.com/1bnru.jpg?s=128&g=1&g=1","","","10384998"
"2102718","316","2013-02-23 16:27:41","Shadow","2014-05-28 19:17:00","","Jamaica","","19","1","0","","","25","2406356"
"7667376","5","2017-03-06 15:39:28","deeki","2017-04-22 23:42:09","","Jamaica","","5","0","0","https://www.gravatar.com/avatar/60080a0bdf4cdb945333e565731fdea0?s=128&d=identicon&r=PG&f=1","","","10398213"
"7669515","1","2017-03-07 01:17:15","Javelito","2017-03-07 01:17:15","","Mandeville, Manchester Parish, Jamaica","","0","0","0","https://www.gravatar.com/avatar/14613546e3d014c00d3018d7a0179151?s=128&d=identicon&r=PG&f=1","","","10401379"
"7673759","1","2017-03-07 17:04:11","Maurice Bolt","2017-05-18 18:54:12","","Kingston, St. Andrew Parish, Jamaica","","0","0","0","https://lh3.googleusercontent.com/-V7faTfwtclg/AAAAAAAAAAI/AAAAAAAAAFw/NGSc2vSz4GY/photo.jpg","","","10407164"
"7675178","1","2017-03-07 22:59:08","tech vanguard","2017-09-12 07:43:31","","Jamaica","","0","0","0","https://www.gravatar.com/avatar/be2850b04ff0c6557121aa0c2a5ea3e9?s=128&d=identicon&r=PG&f=1","","","10409209"
"6313796","1","2016-05-10 07:09:19","Hakeem Clarke","2016-11-16 21:33:54","","Kingston, Jamaica","<p>I'm a full stack web developer, enthusiast programmer and a computer science student. I'm also really into languages (Spanish, Japanese and German) and Finance (stock and option trading).</p>
","0","0","0","https://lh6.googleusercontent.com/-qiVSpwzsG7A/AAAAAAAAAAI/AAAAAAAAABk/G1QclTc3Rus/photo.jpg?sz=128","","21","8412320"
"4901410","1","2015-05-14 20:09:40","Daniel Dormer","2016-12-13 21:39:56","","Jamaica","","0","0","0","https://graph.facebook.com/10152981129074069/picture?type=large","","","6309348"
"6316082","1","2016-05-10 15:24:49","Taneisha","2017-10-26 15:02:26","https://www.linkedin.com/in/taneishamitchellgayle","Kingston, Jamaica","<p><strong>Interests:</strong> DevOps, Cloud computing, travelling, fashion designing*</p>

<blockquote>
  <p><em>Yesterday you said tomorrow -- Nike</em></p>
</blockquote>
","0","0","0","https://i.stack.imgur.com/K4NUz.gif?s=128&g=1","","","8415490"
"7686345","1","2017-03-09 18:48:51","Tia ","2017-03-09 18:48:51","","Jamaica","","0","0","0","https://lh5.googleusercontent.com/-LnuUm4UVbFI/AAAAAAAAAAI/AAAAAAAAAkQ/UGMsFwL-T8U/photo.jpg","","","10424662"
"355665","3","2010-06-01 17:06:41","limitlex","2015-06-23 19:43:55","","Kingston, Jamaica","Young Web Developer
Aspiring to be better at what i do, to be great.","7","0","0","","","30","145689"
"7698451","1","2017-03-12 12:50:09","MakoDev","2017-04-29 03:47:25","","Jamaica","","0","0","0","https://i.stack.imgur.com/DhUfv.png","","","10442191"
"6333232","1","2016-05-14 04:58:52","Nigel Rhoden","2017-08-05 07:45:45","","Kingston, St. Andrew Parish, Jamaica","","0","0","0","https://graph.facebook.com/100001961825383/picture?type=large","","","5970046"
"7701032","1","2017-03-13 04:15:11","Sheldon Small","2017-10-29 01:16:21","","Kingston, St. Andrew Parish, Jamaica","","0","0","0","https://i.stack.imgur.com/7TZHl.jpg","","","10446021"
"6337751","1","2016-05-15 17:22:15","Pilow","2016-05-16 14:23:44","","Kingston, Saint Andrew Parish, Jamaica","<p>BY DAY: Med student struggling to keep his grades up to par.</p>

<p>BY NIGHT: Same as above but also learning to develop games.</p>

<p>Frequents stackoverflow in free time.</p>
","0","0","0","https://i.stack.imgur.com/PzTDG.jpg?s=128&g=1","","19","8447750"
"7703996","6","2017-03-13 15:51:55","Delavago1999","2017-10-29 01:09:46","","Jamaica","","20","0","0","https://i.stack.imgur.com/xilcn.jpg","","","10450087"
"7704863","1","2017-03-13 19:03:08","Janique Edwards","2017-03-13 19:03:08","","Jamaica","","0","0","0","https://lh4.googleusercontent.com/-1Sgm0kTdwFQ/AAAAAAAAAAI/AAAAAAAAABo/5y0CNCYN8EU/photo.jpg","","","10451345"
"7706516","1","2017-03-14 04:20:10","Matix","2017-03-15 23:17:19","","Jamaica, Queens, NY, United States","","7","0","0","https://www.gravatar.com/avatar/746fbdf10f3a02a47cd5256fc36bf3e2?s=128&d=identicon&r=PG&f=1","","","10453763"
"397141","3","2010-07-20 18:20:53","Shawn Mclean","2010-07-20 18:35:55","http://www.shawndev.com","Jamaica","","11","0","0","","","","634045"
"400861","26191","2009-08-05 20:06:53","Shawn Mclean","2017-10-28 20:11:47","http://www.shawnmclean.com","Jamaica","<p>:)</p>
","3239","514","30","","","28","87899"
"7715927","1","2017-03-15 15:10:37","C. Robin","2017-10-25 07:04:18","","Mona Heights, Kingston, St. Andrew Parish, Jamaica","","4","0","0","https://www.gravatar.com/avatar/6bae70740ed7004cdb0bf06d5b95d057?s=128&d=identicon&r=PG&f=1","","","10466719"
"7722667","1","2017-03-16 16:43:20","bobmarleyzion","2017-10-27 07:20:01","","Kingston, St. Andrew Parish, Jamaica","","0","0","0","https://www.gravatar.com/avatar/e7bb133a6ac17c6d6a5525901f8d82ac?s=128&d=identicon&r=PG&f=1","","","10476202"
"7729205","1","2017-03-17 20:28:18","ivorb","2017-03-17 20:28:18","","Kingston, Jamaica","","0","0","0","https://www.gravatar.com/avatar/618b014b9bed4cbfe0b3f192900d6d86?s=128&d=identicon&r=PG&f=1","","","10485522"
"3550662","394","2014-04-19 01:44:09","Keno Clayton","2017-10-27 20:26:29","","Jamaica","<p>Experienced in C, C++, C#, Actionscript 2.0 &amp; 3.0, Java, HTML5 and learning a whole lot more!
Aspiring app developer.</p>
","63","219","6","https://graph.facebook.com/1849331061/picture?type=large","","21","4349952"
"7736093","1","2017-03-19 17:24:58","Ricardo Thompson","2017-04-10 04:24:17","","Jamaica","","0","0","0","https://lh6.googleusercontent.com/-pXY6BxgynCw/AAAAAAAAAAI/AAAAAAAAAQM/AyShjs-nuOE/photo.jpg","","","1121989"
"2192648","1","2013-03-20 20:22:12","yozey","2013-04-09 18:07:13","","Jamaica","","0","0","0","","","","2522580"
"7738856","1","2017-03-20 09:07:05","BankieBlacks","2017-06-07 04:44:09","","Mandeville, Manchester Parish, Jamaica","","0","0","0","https://www.gravatar.com/avatar/dca71c2e333aefc8cb9a91543582963d?s=128&d=identicon&r=PG&f=1","","","10499826"
"4959102","1","2015-05-31 18:10:02","Stewart","2017-10-27 21:47:09","https://bitbucket.org/stewartsmall","Kingston, St. Andrew Parish, Jamaica","","1","0","0","https://www.gravatar.com/avatar/82d779ae14f2c597f485f24ba1077bcc?s=128&d=identicon&r=PG&f=1","","","6394066"
"3560995","1","2014-04-22 14:59:09","AdrianChungie","2014-05-30 20:00:24","","Jamaica","","0","0","0","https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1","","26","4364897"
"6383470","7","2016-05-25 22:22:18","fokumdt","2017-10-24 16:55:37","","Kingston, Jamaica","","32","0","0","https://www.gravatar.com/avatar/8f441aaa2f84cd855e1d441e5fc69d4e?s=128&d=identicon&r=PG&f=1","","","8514538"
"452965","392","2010-09-20 16:55:40","RedRory","2016-03-24 15:25:12","http://www.rorywalker.com","Jamaica","<p>Based in Montego Bay, Jamaica 
Experienced in Web Application Development Ruby on Rails, HTML5 &amp; CSS3</p>

<p>Jamaican | Entrepreneur | Builder | Ruby freelance developer - Open to working on interest projects</p>
","86","254","6","https://i.stack.imgur.com/m3vIp.jpg","","29","204630"
"2212264","1","2013-03-26 15:41:52","SkyWalker68","2013-06-19 11:17:48","","Jamaica","<p><em>Programmer in the making
So far I got C,html and css under my belt
If you're reading this and you can help me with the others (Java,Javascript etc.) <strong>please</strong> send me a message with a bunce of GOOD tutorials. I'm gonna be spending my summer programming <strong>:D</em></strong></p>
","2","0","0","https://i.stack.imgur.com/ZQmgO.jpg","","","2547845"
"7754475","1","2017-03-23 02:31:35","Shimmer","2017-03-29 04:18:07","","Jamaica","","0","0","0","https://graph.facebook.com/1376062502445879/picture?type=large","","","10522446"
"4972645","1","2015-06-04 07:22:08","geovaniluigid","2017-07-03 07:58:07","","Jamaica","<p>Code Is Life</p>
","0","0","0","https://lh4.googleusercontent.com/-uHpusyhdkKo/AAAAAAAAAAI/AAAAAAAAABQ/oyADKQzbQb4/photo.jpg?sz=128","","","5361811"
"4975408","29","2015-06-04 20:26:54","Gavin Samuels","2017-10-26 16:44:12","http://gavinsamuels.com","Jamaica","<p>All about learning and exceeding in mobile and web development - (Java, Android, PHP, MEAN, CSS, JavaScript etc.)</p>
","14","4","0","https://lh6.googleusercontent.com/-GDlAEheRQ_o/AAAAAAAAAAI/AAAAAAAAAAw/UFJOLJ0hqw0/photo.jpg","","","6417767"
"7763311","1","2017-03-24 16:22:57","A Leslie","2017-09-22 05:13:29","","Kingston, Jamaica","","0","0","0","https://www.gravatar.com/avatar/7bfd03f7ddaf0eba194ddd93b555f2be?s=128&d=identicon&r=PG&f=1","","","10535170"
"7765137","1","2017-03-25 04:13:56","Moozel Group","2017-10-28 00:09:05","","Jamaica, Queens, NY, United States","<p>i'm a developer and computer science , started real programing a year ago and i'm getting the hang of by the time goes by, i've build few websites that aren't hosted yet.</p>
","0","0","0","https://lh5.googleusercontent.com/-9frClscu47o/AAAAAAAAAAI/AAAAAAAAAGo/bvuL1RjxZUo/photo.jpg?sz=128","","","10537932"
"4982399","1","2015-06-07 00:46:59","Shana Campbell","2017-10-27 19:58:14","","Kingston, St. Andrew Parish, Jamaica","","0","0","0","https://lh4.googleusercontent.com/-OPQfFEOtIO0/AAAAAAAAAAI/AAAAAAAAATk/6i5o_EOHB7Q/photo.jpg","","","6428088"
"489655","66","2010-10-28 04:23:56","Engprof","2011-02-17 02:49:35","","Jamaica","","4","0","0","","","28","227788"
"4984481","1","2015-06-08 00:10:29","kevrick25","2015-06-14 19:16:57","","Kingston, Jamaica","<p>What can I say, I love computers, electronics and coding though I prefer to learn it on my own. Experience is the best teacher.</p>
","0","0","0","https://i.stack.imgur.com/kEB15.jpg?s=128&g=1","","23","2349758"
"3587138","1","2014-04-29 22:08:14","Dana","2015-10-23 21:57:44","http://octobits.io","Kingston, Jamaica","<p>Im a UI Designer &amp; Jr Frontend Dev.</p>
","0","0","0","https://i.stack.imgur.com/Zh32e.jpg","","31","4401631"
"7773419","1","2017-03-27 10:05:57","MattOmniHeart","2017-04-10 02:13:19","","Kingston, St. Andrew Parish, Jamaica","","0","0","0","https://www.gravatar.com/avatar/aacd3761b64c8f8f69a7c700fb6fbcc6?s=128&d=identicon&r=PG&f=1","","","10550577"
"2246229","1","2013-04-04 18:21:26","Chrissie Williams","2013-04-09 22:06:55","","Jamaica","<p>Well, I am currently a student.</p>
","1","0","0","","","22","2591637"
"2246422","6","2013-04-04 19:16:33","lenoi will","2014-02-11 19:33:30","","Jamaica","","1","0","0","","","","2591883"
"3600190","1","2014-05-03 22:32:47","user3600190","2015-01-02 18:24:56","http://NA","Jamaica","<p>QNX
Fun HW Mods.
Trance / EDM
HTML
Python</p>
","1","0","0","https://www.gravatar.com/avatar/?s=128&d=identicon&r=PG&f=1","","","4419773"
"7794362","1","2017-03-30 20:07:53","Dalano Allen","2017-04-08 15:15:17","","Jamaica","","0","0","0","https://graph.facebook.com/1546818482025165/picture?type=large","","","10580248"
"7794834","1","2017-03-30 22:53:23","Kimberly Marsden","2017-04-27 12:33:14","","Jamaica","","0","0","0","https://i.stack.imgur.com/2r0us.jpg","","","10581026"
"536465","139","2010-12-09 13:32:05","Javid Al Karuzi","2017-10-28 14:42:19","","Jamaica","","11","346","0","https://i.stack.imgur.com/MLf9e.jpg","","","256026"
"2267795","1","2013-04-10 20:12:39","DesmondCampbell","2017-02-20 02:56:32","http://pageranklive.com/","Spanish Town, Jamaica","<p>Engineer and freelance applications developer from sweet sweet Jamaica.</p>
","1","0","0","","","32","2619418"
"545507","1","2010-12-17 00:42:36","Valrie Bailey","2010-12-17 01:01:40","http://yahoo.com","Kingston, Jamaica","<p>I am genuine, always for life.</p>
","0","0","0","","","40","261380"
"552770","20","2010-12-23 20:10:17","Simon","2011-11-29 18:45:13","","Jamaica","<p>Married to - PHP et al. &amp; Learning -  ESRI GIS, love - SQL, we're cool - TSQL, </p>
","4","0","0","","","","265656"
"2276521","3","2013-04-13 02:27:49","Everone Junior Graham","2017-04-14 15:12:51","","Jamaica","<p>Trying to achieve what i can so i can save my country.</p>
","1","0","0","https://i.stack.imgur.com/POjzd.png","","26","2630423"
"3618561","1","2014-05-08 23:33:46","Rushio Billings","2016-02-16 19:38:46","http://tutwee.com","Mandeville Jamaica","","22","0","0","https://graph.facebook.com/1077038898/picture?type=large","","","4444983"
"2280315","56","2013-04-14 19:04:36","Paul Allen","2017-10-27 15:47:29","http://paulallen.org","Jamaica","","10","1","0","https://i.stack.imgur.com/Iex6o.jpg","","31","2635509"
"3624158","1","2014-05-10 19:57:18","Sheldon","2014-05-12 02:29:15","","Jamaica","<p>University of technology student in Jamaica...</p>
","2","0","0","https://i.stack.imgur.com/koHM8.jpg","","28","4452862"
"7816854","1","2017-04-04 21:03:00","user7816854","2017-04-04 21:03:00","","Jamaica","","0","0","0","https://www.gravatar.com/avatar/fab64671311a82ef00fe6b553f69a42d?s=128&d=identicon&r=PG&f=1","","","10613751"
"7818318","1","2017-04-05 05:26:43","B.Morrison","2017-04-05 06:00:13","","Jamaica","","0","0","0","https://www.gravatar.com/avatar/492babbf754f8095796145024cc42cfd?s=128&d=identicon&r=PG&f=1","","","10615940"
